Mod:Item:MetaData, Localized Name
appliedenergistics2:facade:0, 线缆伪装板 - 暮色橡木树叶
appliedenergistics2:facade:0, 线缆伪装板 - 苍穹树叶
appliedenergistics2:facade:0, 线缆伪装板 - 红树树叶
appliedenergistics2:facade:0, 线缆伪装板 - 彩虹橡树叶
appliedenergistics2:facade:0, 线缆伪装板 - 遗迹石头
appliedenergistics2:facade:0, 线缆伪装板 - 遗迹石砖
appliedenergistics2:facade:0, 线缆伪装板 - 錾制遗迹石头
appliedenergistics2:facade:0, 线缆伪装板 - 装饰遗迹石砖
appliedenergistics2:facade:0, 线缆伪装板 - 破碎遗迹石砖
appliedenergistics2:facade:0, 线缆伪装板 - 遗迹苔石砖
appliedenergistics2:facade:0, 线缆伪装板 - 遗迹石方块
appliedenergistics2:facade:0, 线缆伪装板 - 遗迹石沿
appliedenergistics2:facade:0, 线缆伪装板 - 树篱
appliedenergistics2:facade:0, 线缆伪装板 - 拆解台
appliedenergistics2:facade:0, 线缆伪装板 - 娜迦石头部
appliedenergistics2:facade:0, 线缆伪装板 - 娜迦石
appliedenergistics2:facade:0, 线缆伪装板 - 时光树原木
appliedenergistics2:facade:0, 线缆伪装板 - 变化树原木
appliedenergistics2:facade:0, 线缆伪装板 - 矿石树原木
appliedenergistics2:facade:0, 线缆伪装板 - 分类树原木
appliedenergistics2:facade:0, 线缆伪装板 - 时光树树叶
appliedenergistics2:facade:0, 线缆伪装板 - 变化树树叶
appliedenergistics2:facade:0, 线缆伪装板 - 矿石树树叶
appliedenergistics2:facade:0, 线缆伪装板 - 分类树树叶
appliedenergistics2:facade:0, 线缆伪装板 - 时光树时钟
appliedenergistics2:facade:0, 线缆伪装板 - 变化树心脏
appliedenergistics2:facade:0, 线缆伪装板 - 矿石树核心
appliedenergistics2:facade:0, 线缆伪装板 - 分类树引擎
appliedenergistics2:facade:0, 线缆伪装板 - 塔树木板
appliedenergistics2:facade:0, 线缆伪装板 - 塔树板箱
appliedenergistics2:facade:0, 线缆伪装板 - 破裂塔木
appliedenergistics2:facade:0, 线缆伪装板 - 青苔塔木
appliedenergistics2:facade:0, 线缆伪装板 - 虫蛀塔木
appliedenergistics2:facade:0, 线缆伪装板 - 重现的方块
appliedenergistics2:facade:0, 线缆伪装板 - 消失的方块
appliedenergistics2:facade:0, 线缆伪装板 - 锁定的消失的方块
appliedenergistics2:facade:0, 线缆伪装板 - 解锁的消失的方块
appliedenergistics2:facade:0, 线缆伪装板 - 高塔建设者
appliedenergistics2:facade:0, 线缆伪装板 - 反建器
appliedenergistics2:facade:0, 线缆伪装板 - 恶魂陷阱
appliedenergistics2:facade:0, 线缆伪装板 - 砷铅铁反应堆
appliedenergistics2:facade:0, 线缆伪装板 - 要塞护盾
appliedenergistics2:facade:0, 线缆伪装板 - 极光方块
appliedenergistics2:facade:0, 线缆伪装板 - 地下砖
appliedenergistics2:facade:0, 线缆伪装板 - 青苔地下砖
appliedenergistics2:facade:0, 线缆伪装板 - 碎裂地下砖
appliedenergistics2:facade:0, 线缆伪装板 - 抛光地下砖
appliedenergistics2:facade:0, 线缆伪装板 - 荆棘叶
appliedenergistics2:facade:0, 线缆伪装板 - 豆茎叶
appliedenergistics2:facade:0, 线缆伪装板 - 风化死岩
appliedenergistics2:facade:0, 线缆伪装板 - 裂纹死岩
appliedenergistics2:facade:0, 线缆伪装板 - 死岩
appliedenergistics2:facade:0, 线缆伪装板 - 黑树树叶
appliedenergistics2:facade:0, 线缆伪装板 - 极光柱
appliedenergistics2:facade:0, 线缆伪装板 - 巨魔岩石
appliedenergistics2:facade:0, 线缆伪装板 - 薄云
appliedenergistics2:facade:0, 线缆伪装板 - 浮云
appliedenergistics2:facade:0, 线缆伪装板 - 巨型圆石
appliedenergistics2:facade:0, 线缆伪装板 - 巨型原木
appliedenergistics2:facade:0, 线缆伪装板 - 巨型树叶
appliedenergistics2:facade:0, 线缆伪装板 - 巨型黑曜石
appliedenergistics2:facade:0, 线缆伪装板 - 巨大的茎
appliedenergistics2:facade:0, 线缆伪装板 - 巨型荧光蘑菇
appliedenergistics2:facade:0, 线缆伪装板 - 城堡砖
appliedenergistics2:facade:0, 线缆伪装板 - 磨损城堡砖
appliedenergistics2:facade:0, 线缆伪装板 - 碎裂城堡砖
appliedenergistics2:facade:0, 线缆伪装板 - 城堡顶瓦
appliedenergistics2:facade:0, 线缆伪装板 - 生苔城堡砖
appliedenergistics2:facade:0, 线缆伪装板 - 厚重城堡砖
appliedenergistics2:facade:0, 线缆伪装板 - 黑纹城堡砖柱
appliedenergistics2:facade:0, 线缆伪装板 - 黑纹城堡砖瓦
appliedenergistics2:facade:0, 线缆伪装板 - 粗纹城堡砖柱
appliedenergistics2:facade:0, 线缆伪装板 - 粗纹城堡砖瓦
appliedenergistics2:facade:0, 线缆伪装板 - 粉红色城堡符文砖
appliedenergistics2:facade:0, 线缆伪装板 - 蓝色城堡符文砖
appliedenergistics2:facade:0, 线缆伪装板 - 黄色城堡符文砖
appliedenergistics2:facade:0, 线缆伪装板 - 紫色城堡符文砖
appliedenergistics2:facade:0, 线缆伪装板 - 余烬熔炉【未实现】
appliedenergistics2:facade:0, 线缆伪装板 - 余烬原木【未实现】
appliedenergistics2:facade:0, 线缆伪装板 - 黄色城堡门
appliedenergistics2:facade:0, 线缆伪装板 - 紫色城堡门
appliedenergistics2:facade:0, 线缆伪装板 - 粉红色城堡门
appliedenergistics2:facade:0, 线缆伪装板 - 蓝色城堡门
appliedenergistics2:facade:0, 线缆伪装板 - 铁树块
appliedenergistics2:facade:0, 线缆伪装板 - 炽热金属块
appliedenergistics2:facade:0, 线缆伪装板 - 钢叶块
appliedenergistics2:facade:0, 线缆伪装板 - 极地毛皮块
appliedenergistics2:facade:0, 线缆伪装板 - 砷铅铁块
appliedenergistics2:facade:0, 线缆伪装板 - 蚀刻娜迦石
appliedenergistics2:facade:0, 线缆伪装板 - 娜迦石柱
appliedenergistics2:facade:0, 线缆伪装板 - 蚀刻娜迦苔石
appliedenergistics2:facade:0, 线缆伪装板 - 娜迦苔石柱
appliedenergistics2:facade:0, 线缆伪装板 - 风化的蚀刻娜迦石
appliedenergistics2:facade:0, 线缆伪装板 - 风化的娜迦石柱
appliedenergistics2:facade:0, 线缆伪装板 - 暮色橡木板
appliedenergistics2:facade:0, 线缆伪装板 - 苍穹木板
appliedenergistics2:facade:0, 线缆伪装板 - 红木板
appliedenergistics2:facade:0, 线缆伪装板 - 黑木木板
appliedenergistics2:facade:0, 线缆伪装板 - 时光木板
appliedenergistics2:facade:0, 线缆伪装板 - 变化木板
appliedenergistics2:facade:0, 线缆伪装板 - 矿石木板
appliedenergistics2:facade:0, 线缆伪装板 - 分类木板
appliedenergistics2:facade:0, 线缆伪装板 - 圈状陶瓦
appliedenergistics2:facade:0, 线缆伪装板 - 对角陶瓦
appliedenergistics2:facade:0, 线缆伪装板 - tile.twilightforest.StonePillar.name
appliedenergistics2:facade:0, 线缆伪装板 - Gilded Twilight Oak Wood
appliedenergistics2:facade:0, 线缆伪装板 - Gilded Canopy Wood
appliedenergistics2:facade:0, 线缆伪装板 - Gilded Mangrove Wood
appliedenergistics2:facade:0, 线缆伪装板 - Gilded Darkwood
appliedenergistics2:facade:0, 线缆伪装板 - Gilded Timewood
appliedenergistics2:facade:0, 线缆伪装板 - Gilded Transwood
appliedenergistics2:facade:0, 线缆伪装板 - Gilded Minewood
appliedenergistics2:facade:0, 线缆伪装板 - Gilded Sortingwood
appliedenergistics2:facade:0, 线缆伪装板 - 束能金属矿
appliedenergistics2:facade:0, 线缆伪装板 - 虚能水晶矿
appliedenergistics2:facade:0, 线缆伪装板 - 虚像硅矿
appliedenergistics2:facade:0, 线缆伪装板 - 机械框架
appliedenergistics2:facade:0, 线缆伪装板 - 谐振水晶矿
appliedenergistics2:crystal_seed:0, 赛特斯石英种子
appliedenergistics2:crystal_seed:600, 下界石英种子
appliedenergistics2:crystal_seed:1200, 福鲁伊克斯种子
appliedenergistics2:crystal_seed:0, 赛特斯石英种子
appliedenergistics2:crystal_seed:600, 下界石英种子
appliedenergistics2:crystal_seed:1200, 福鲁伊克斯种子
appliedenergistics2:crystal_seed:0, 赛特斯石英种子
appliedenergistics2:crystal_seed:600, 下界石英种子
appliedenergistics2:crystal_seed:1200, 福鲁伊克斯种子
appliedenergistics2:encoded_pattern, 编码样板
appliedenergistics2:paint_ball:0, 染色球 - 白色
appliedenergistics2:paint_ball:1, 染色球 - 橙色
appliedenergistics2:paint_ball:2, 染色球 - 品红色
appliedenergistics2:paint_ball:3, 染色球 - 淡蓝色
appliedenergistics2:paint_ball:4, 染色球 - 黄色
appliedenergistics2:paint_ball:5, 染色球 - 黄绿色
appliedenergistics2:paint_ball:6, 染色球 - 粉红色
appliedenergistics2:paint_ball:7, 染色球 - 灰色
appliedenergistics2:paint_ball:8, 染色球 - 淡灰色
appliedenergistics2:paint_ball:9, 染色球 - 青色
appliedenergistics2:paint_ball:10, 染色球 - 紫色
appliedenergistics2:paint_ball:11, 染色球 - 蓝色
appliedenergistics2:paint_ball:12, 染色球 - 棕色
appliedenergistics2:paint_ball:13, 染色球 - 绿色
appliedenergistics2:paint_ball:14, 染色球 - 红色
appliedenergistics2:paint_ball:15, 染色球 - 黑色
appliedenergistics2:paint_ball:20, 染色球 - 光通 白色
appliedenergistics2:paint_ball:21, 染色球 - 光通 橙色
appliedenergistics2:paint_ball:22, 染色球 - 光通 品红色
appliedenergistics2:paint_ball:23, 染色球 - 光通 淡蓝色
appliedenergistics2:paint_ball:24, 染色球 - 光通 黄色
appliedenergistics2:paint_ball:25, 染色球 - 光通 黄绿色
appliedenergistics2:paint_ball:26, 染色球 - 光通 粉红色
appliedenergistics2:paint_ball:27, 染色球 - 光通 灰色
appliedenergistics2:paint_ball:28, 染色球 - 光通 淡灰色
appliedenergistics2:paint_ball:29, 染色球 - 光通 青色
appliedenergistics2:paint_ball:30, 染色球 - 光通 紫色
appliedenergistics2:paint_ball:31, 染色球 - 光通 蓝色
appliedenergistics2:paint_ball:32, 染色球 - 光通 棕色
appliedenergistics2:paint_ball:33, 染色球 - 光通 绿色
appliedenergistics2:paint_ball:34, 染色球 - 光通 红色
appliedenergistics2:paint_ball:35, 染色球 - 光通 黑色
appliedenergistics2:dummy_fluid_item, item.appliedenergistics2.dummy_fluid_item.name
appliedenergistics2:material:28, 高级卡
appliedenergistics2:material:44, 破坏核心
appliedenergistics2:material:25, 基础卡
appliedenergistics2:material:52, 空白样板
appliedenergistics2:material:23, 运算处理器
appliedenergistics2:material:13, 运算压印模板
appliedenergistics2:material:16, 运算电路板
appliedenergistics2:material:27, 容量卡
appliedenergistics2:material:53, 合成卡
appliedenergistics2:material:29, 模糊卡
appliedenergistics2:material:31, 反相卡
appliedenergistics2:material:26, 红石卡
appliedenergistics2:material:30, 加速卡
appliedenergistics2:material:34, 128³-空间组件
appliedenergistics2:material:37, 16k-ME存储组件
appliedenergistics2:material:33, 16³-空间组件
appliedenergistics2:material:35, 1k-ME存储组件
appliedenergistics2:material:32, 2³-空间组件
appliedenergistics2:material:36, 4k-ME存储组件
appliedenergistics2:material:38, 64k-ME存储组件
appliedenergistics2:material:0, 赛特斯石英水晶
appliedenergistics2:material:1, 充能赛特斯石英水晶
appliedenergistics2:material:2, 赛特斯石英粉
appliedenergistics2:material:39, ME存储外壳
appliedenergistics2:material:46, 末影粉
appliedenergistics2:material:24, 工程处理器
appliedenergistics2:material:14, 工程压印模板
appliedenergistics2:material:17, 工程电路板
appliedenergistics2:material:4, 面粉
appliedenergistics2:material:56, 16k-ME流体存储组件
appliedenergistics2:material:54, 1k-ME流体存储组件
appliedenergistics2:material:55, 4k-ME流体存储组件
appliedenergistics2:material:57, 64k-ME流体存储组件
appliedenergistics2:material:7, 福鲁伊克斯水晶
appliedenergistics2:material:8, 福鲁伊克斯粉
appliedenergistics2:material:9, 福鲁伊克斯珍珠
appliedenergistics2:material:43, 成型核心
appliedenergistics2:material:51, 金粉
appliedenergistics2:material:49, 铁粉
appliedenergistics2:material:22, 逻辑处理器
appliedenergistics2:material:15, 逻辑压印模板
appliedenergistics2:material:18, 逻辑电路板
appliedenergistics2:material:6, 物质球
appliedenergistics2:material:21, 名称压印模板
appliedenergistics2:material:3, 下界石英粉
appliedenergistics2:material:10, 高纯赛特斯石英水晶
appliedenergistics2:material:12, 高纯福鲁伊克斯水晶
appliedenergistics2:material:11, 高纯下界石英水晶
appliedenergistics2:material:48, 量子缠绕态奇点
appliedenergistics2:material:5, 硅
appliedenergistics2:material:19, 硅压印模板
appliedenergistics2:material:20, 硅板
appliedenergistics2:material:47, 奇点
appliedenergistics2:material:45, 陨石粉
appliedenergistics2:material:41, 无线接收器
appliedenergistics2:material:42, 无线信号增幅器
appliedenergistics2:material:40, 木齿轮
appliedenergistics2:part:300, ME破坏面板
appliedenergistics2:part:120, 线缆锚
appliedenergistics2:part:20, ME包层线缆 - 白色
appliedenergistics2:part:21, ME包层线缆 - 橙色
appliedenergistics2:part:22, ME包层线缆 - 品红色
appliedenergistics2:part:23, ME包层线缆 - 淡蓝色
appliedenergistics2:part:24, ME包层线缆 - 黄色
appliedenergistics2:part:25, ME包层线缆 - 黄绿色
appliedenergistics2:part:26, ME包层线缆 - 粉红色
appliedenergistics2:part:27, ME包层线缆 - 灰色
appliedenergistics2:part:28, ME包层线缆 - 淡灰色
appliedenergistics2:part:29, ME包层线缆 - 青色
appliedenergistics2:part:30, ME包层线缆 - 紫色
appliedenergistics2:part:31, ME包层线缆 - 蓝色
appliedenergistics2:part:32, ME包层线缆 - 棕色
appliedenergistics2:part:33, ME包层线缆 - 绿色
appliedenergistics2:part:34, ME包层线缆 - 红色
appliedenergistics2:part:35, ME包层线缆 - 黑色
appliedenergistics2:part:36, ME包层线缆 - 福鲁伊克斯色
appliedenergistics2:part:500, ME致密包层线缆 - 白色
appliedenergistics2:part:501, ME致密包层线缆 - 橙色
appliedenergistics2:part:502, ME致密包层线缆 - 品红色
appliedenergistics2:part:503, ME致密包层线缆 - 淡蓝色
appliedenergistics2:part:504, ME致密包层线缆 - 黄色
appliedenergistics2:part:505, ME致密包层线缆 - 黄绿色
appliedenergistics2:part:506, ME致密包层线缆 - 粉红色
appliedenergistics2:part:507, ME致密包层线缆 - 灰色
appliedenergistics2:part:508, ME致密包层线缆 - 淡灰色
appliedenergistics2:part:509, ME致密包层线缆 - 青色
appliedenergistics2:part:510, ME致密包层线缆 - 紫色
appliedenergistics2:part:511, ME致密包层线缆 - 蓝色
appliedenergistics2:part:512, ME致密包层线缆 - 棕色
appliedenergistics2:part:513, ME致密包层线缆 - 绿色
appliedenergistics2:part:514, ME致密包层线缆 - 红色
appliedenergistics2:part:515, ME致密包层线缆 - 黑色
appliedenergistics2:part:516, ME致密包层线缆 - 福鲁伊克斯色
appliedenergistics2:part:60, ME致密线缆 - 白色
appliedenergistics2:part:61, ME致密线缆 - 橙色
appliedenergistics2:part:62, ME致密线缆 - 品红色
appliedenergistics2:part:63, ME致密线缆 - 淡蓝色
appliedenergistics2:part:64, ME致密线缆 - 黄色
appliedenergistics2:part:65, ME致密线缆 - 黄绿色
appliedenergistics2:part:66, ME致密线缆 - 粉红色
appliedenergistics2:part:67, ME致密线缆 - 灰色
appliedenergistics2:part:68, ME致密线缆 - 淡灰色
appliedenergistics2:part:69, ME致密线缆 - 青色
appliedenergistics2:part:70, ME致密线缆 - 紫色
appliedenergistics2:part:71, ME致密线缆 - 蓝色
appliedenergistics2:part:72, ME致密线缆 - 棕色
appliedenergistics2:part:73, ME致密线缆 - 绿色
appliedenergistics2:part:74, ME致密线缆 - 红色
appliedenergistics2:part:75, ME致密线缆 - 黑色
appliedenergistics2:part:76, ME致密线缆 - 福鲁伊克斯色
appliedenergistics2:part:0, ME玻璃线缆 - 白色
appliedenergistics2:part:1, ME玻璃线缆 - 橙色
appliedenergistics2:part:2, ME玻璃线缆 - 品红色
appliedenergistics2:part:3, ME玻璃线缆 - 淡蓝色
appliedenergistics2:part:4, ME玻璃线缆 - 黄色
appliedenergistics2:part:5, ME玻璃线缆 - 黄绿色
appliedenergistics2:part:6, ME玻璃线缆 - 粉红色
appliedenergistics2:part:7, ME玻璃线缆 - 灰色
appliedenergistics2:part:8, ME玻璃线缆 - 淡灰色
appliedenergistics2:part:9, ME玻璃线缆 - 青色
appliedenergistics2:part:10, ME玻璃线缆 - 紫色
appliedenergistics2:part:11, ME玻璃线缆 - 蓝色
appliedenergistics2:part:12, ME玻璃线缆 - 棕色
appliedenergistics2:part:13, ME玻璃线缆 - 绿色
appliedenergistics2:part:14, ME玻璃线缆 - 红色
appliedenergistics2:part:15, ME玻璃线缆 - 黑色
appliedenergistics2:part:16, ME玻璃线缆 - 福鲁伊克斯色
appliedenergistics2:part:40, ME智能线缆 - 白色
appliedenergistics2:part:41, ME智能线缆 - 橙色
appliedenergistics2:part:42, ME智能线缆 - 品红色
appliedenergistics2:part:43, ME智能线缆 - 淡蓝色
appliedenergistics2:part:44, ME智能线缆 - 黄色
appliedenergistics2:part:45, ME智能线缆 - 黄绿色
appliedenergistics2:part:46, ME智能线缆 - 粉红色
appliedenergistics2:part:47, ME智能线缆 - 灰色
appliedenergistics2:part:48, ME智能线缆 - 淡灰色
appliedenergistics2:part:49, ME智能线缆 - 青色
appliedenergistics2:part:50, ME智能线缆 - 紫色
appliedenergistics2:part:51, ME智能线缆 - 蓝色
appliedenergistics2:part:52, ME智能线缆 - 棕色
appliedenergistics2:part:53, ME智能线缆 - 绿色
appliedenergistics2:part:54, ME智能线缆 - 红色
appliedenergistics2:part:55, ME智能线缆 - 黑色
appliedenergistics2:part:56, ME智能线缆 - 福鲁伊克斯色
appliedenergistics2:part:420, ME交换监控器
appliedenergistics2:part:360, ME合成终端
appliedenergistics2:part:200, 暗色照明面板
appliedenergistics2:part:260, ME输出总线
appliedenergistics2:part:302, ME流体破坏面板
appliedenergistics2:part:261, ME流体输出总线
appliedenergistics2:part:321, ME流体成型面板
appliedenergistics2:part:241, ME流体输入总线
appliedenergistics2:part:441, ME流体接口
appliedenergistics2:part:281, ME流体标准发信器
appliedenergistics2:part:221, ME流体存储总线
appliedenergistics2:part:520, ME流体终端
appliedenergistics2:part:320, ME成型面板
appliedenergistics2:part:301, ME精准破坏面板
appliedenergistics2:part:240, ME输入总线
appliedenergistics2:part:440, ME接口
appliedenergistics2:part:480, ME接口终端
appliedenergistics2:part:100, ME反相触发总线
appliedenergistics2:part:280, ME标准发信器
appliedenergistics2:part:160, 亮色照明面板
appliedenergistics2:part:469, P2P通道 - FE
appliedenergistics2:part:463, P2P通道 - 流体
appliedenergistics2:part:465, P2P通道 - EU
appliedenergistics2:part:462, P2P通道 - 物品
appliedenergistics2:part:467, P2P通道 - 光
appliedenergistics2:part:460, P2P通道 - ME
appliedenergistics2:part:461, P2P通道 - 红石
appliedenergistics2:part:340, ME样板终端
appliedenergistics2:part:140, 石英纤维
appliedenergistics2:part:180, 照明面板
appliedenergistics2:part:220, ME存储总线
appliedenergistics2:part:400, ME存储监控器
appliedenergistics2:part:380, ME终端
appliedenergistics2:part:80, ME触发总线
chesttransporter:chesttransporter, 木搬箱器
chesttransporter:chesttransporter_iron, 铁搬箱器
chesttransporter:chesttransporter_gold, 金搬箱器
chesttransporter:chesttransporter_diamond, 钻石搬箱器
chesttransporter:chesttransporter_copper, 铜搬箱器
chesttransporter:chesttransporter_silver, 银搬箱器
chesttransporter:chesttransporter_tin, 锡搬箱器
chesttransporter:chesttransporter_obsidian, 黑曜石搬箱器
cookingforblockheads:cooking_table, 烹饪桌
cookingforblockheads:oven, 烤箱
cookingforblockheads:fridge, 冰箱
cookingforblockheads:sink, 水槽
cookingforblockheads:tool_rack, 厨具架
cookingforblockheads:toaster, 吐司机
cookingforblockheads:milk_jar, 牛奶罐
cookingforblockheads:cow_jar, 罐中奶牛
cookingforblockheads:spice_rack, 调料架
cookingforblockheads:counter, 厨房柜台
cookingforblockheads:cabinet, 厨柜
cookingforblockheads:corner, 厨房转角
cookingforblockheads:kitchen_floor, 厨房地板
cookingforblockheads:fruit_basket, 水果篮
cookingforblockheads:cutting_board, 砧板
cookingforblockheads:recipe_book:0, 傻瓜烹饪手册
cookingforblockheads:recipe_book:1, 傻瓜烹饪手册 I
cookingforblockheads:recipe_book:2, 傻瓜烹饪手册 II
cookingforblockheads:heating_unit, 加热单元
cookingforblockheads:ice_unit, 冷却单元
cookingforblockheads:preservation_chamber, 保鲜室
ebwizardry:arcane_workbench, 奥术工作台
ebwizardry:crystal_ore, 水晶矿石
ebwizardry:crystal_flower, 水晶花
ebwizardry:transportation_stone, 传送石
ebwizardry:crystal_block:0, 水晶块
ebwizardry:crystal_block:1, 赤焰晶块
ebwizardry:crystal_block:2, 寒霜晶块
ebwizardry:crystal_block:3, 风暴晶块
ebwizardry:crystal_block:4, 邃暗晶块
ebwizardry:crystal_block:5, 苍翠晶块
ebwizardry:crystal_block:6, 秘源晶块
ebwizardry:crystal_block:7, 光辉晶块
ebwizardry:runestone:1, 符石
ebwizardry:runestone:2, 符石
ebwizardry:runestone:3, 符石
ebwizardry:runestone:4, 符石
ebwizardry:runestone:5, 符石
ebwizardry:runestone:6, 符石
ebwizardry:runestone:7, 符石
ebwizardry:runestone_pedestal:1, 符石基座
ebwizardry:runestone_pedestal:2, 符石基座
ebwizardry:runestone_pedestal:3, 符石基座
ebwizardry:runestone_pedestal:4, 符石基座
ebwizardry:runestone_pedestal:5, 符石基座
ebwizardry:runestone_pedestal:6, 符石基座
ebwizardry:runestone_pedestal:7, 符石基座
ebwizardry:gilded_wood:0, 镀金橡木
ebwizardry:gilded_wood:1, 镀金云杉木
ebwizardry:gilded_wood:2, 镀金白桦木
ebwizardry:gilded_wood:3, 镀金丛林木
ebwizardry:gilded_wood:4, 镀金金合欢木
ebwizardry:gilded_wood:5, 镀金深色橡木
ebwizardry:oak_bookshelf, 橡木书橱
ebwizardry:spruce_bookshelf, 云杉木书橱
ebwizardry:birch_bookshelf, 白桦木书橱
ebwizardry:jungle_bookshelf, 丛林木书橱
ebwizardry:acacia_bookshelf, 金合欢木书橱
ebwizardry:dark_oak_bookshelf, 深色橡木书橱
ebwizardry:oak_lectern, 橡木览术台
ebwizardry:spruce_lectern, 云杉木览术台
ebwizardry:birch_lectern, 白桦木览术台
ebwizardry:jungle_lectern, 丛林木览术台
ebwizardry:acacia_lectern, 金合欢木览术台
ebwizardry:dark_oak_lectern, 深色橡木览术台
ebwizardry:receptacle, 容杯
ebwizardry:imbuement_altar, 注灵祭坛
ebwizardry:magic_crystal:0, 魔力水晶
ebwizardry:magic_crystal:1, 赤焰水晶
ebwizardry:magic_crystal:2, 寒霜水晶
ebwizardry:magic_crystal:3, 风暴水晶
ebwizardry:magic_crystal:4, 邃暗水晶
ebwizardry:magic_crystal:5, 苍翠水晶
ebwizardry:magic_crystal:6, 秘源水晶
ebwizardry:magic_crystal:7, 光辉水晶
ebwizardry:crystal_shard, 魔力水晶碎片
ebwizardry:grand_crystal, 大型魔力水晶
ebwizardry:wizard_handbook, 巫师手札
ebwizardry:arcane_tome:1, 奥法宝典
ebwizardry:arcane_tome:2, 奥法宝典
ebwizardry:arcane_tome:3, 奥法宝典
ebwizardry:spell_book:1, 法术书
ebwizardry:spell_book:2, 法术书
ebwizardry:spell_book:3, 法术书
ebwizardry:spell_book:4, 法术书
ebwizardry:spell_book:5, 法术书
ebwizardry:spell_book:6, 法术书
ebwizardry:spell_book:7, 法术书
ebwizardry:spell_book:8, 法术书
ebwizardry:spell_book:9, 法术书
ebwizardry:spell_book:10, 法术书
ebwizardry:spell_book:11, 法术书
ebwizardry:spell_book:12, 法术书
ebwizardry:spell_book:13, 法术书
ebwizardry:spell_book:14, 法术书
ebwizardry:spell_book:15, 法术书
ebwizardry:spell_book:16, 法术书
ebwizardry:spell_book:17, 法术书
ebwizardry:spell_book:18, 法术书
ebwizardry:spell_book:19, 法术书
ebwizardry:spell_book:20, 法术书
ebwizardry:spell_book:21, 法术书
ebwizardry:spell_book:22, 法术书
ebwizardry:spell_book:23, 法术书
ebwizardry:spell_book:24, 法术书
ebwizardry:spell_book:25, 法术书
ebwizardry:spell_book:26, 法术书
ebwizardry:spell_book:27, 法术书
ebwizardry:spell_book:28, 法术书
ebwizardry:spell_book:29, 法术书
ebwizardry:spell_book:30, 法术书
ebwizardry:spell_book:31, 法术书
ebwizardry:spell_book:32, 法术书
ebwizardry:spell_book:33, 法术书
ebwizardry:spell_book:34, 法术书
ebwizardry:spell_book:35, 法术书
ebwizardry:spell_book:36, 法术书
ebwizardry:spell_book:37, 法术书
ebwizardry:spell_book:38, 法术书
ebwizardry:spell_book:39, 法术书
ebwizardry:spell_book:40, 法术书
ebwizardry:spell_book:41, 法术书
ebwizardry:spell_book:42, 法术书
ebwizardry:spell_book:43, 法术书
ebwizardry:spell_book:44, 法术书
ebwizardry:spell_book:45, 法术书
ebwizardry:spell_book:46, 法术书
ebwizardry:spell_book:47, 法术书
ebwizardry:spell_book:48, 法术书
ebwizardry:spell_book:49, 法术书
ebwizardry:spell_book:50, 法术书
ebwizardry:spell_book:51, 法术书
ebwizardry:spell_book:52, 法术书
ebwizardry:spell_book:53, 法术书
ebwizardry:spell_book:54, 法术书
ebwizardry:spell_book:55, 法术书
ebwizardry:spell_book:56, 法术书
ebwizardry:spell_book:57, 法术书
ebwizardry:spell_book:58, 法术书
ebwizardry:spell_book:59, 法术书
ebwizardry:spell_book:60, 法术书
ebwizardry:spell_book:61, 法术书
ebwizardry:spell_book:62, 法术书
ebwizardry:spell_book:63, 法术书
ebwizardry:spell_book:64, 法术书
ebwizardry:spell_book:65, 法术书
ebwizardry:spell_book:66, 法术书
ebwizardry:spell_book:67, 法术书
ebwizardry:spell_book:68, 法术书
ebwizardry:spell_book:69, 法术书
ebwizardry:spell_book:70, 法术书
ebwizardry:spell_book:71, 法术书
ebwizardry:spell_book:72, 法术书
ebwizardry:spell_book:73, 法术书
ebwizardry:spell_book:74, 法术书
ebwizardry:spell_book:75, 法术书
ebwizardry:spell_book:76, 法术书
ebwizardry:spell_book:77, 法术书
ebwizardry:spell_book:78, 法术书
ebwizardry:spell_book:79, 法术书
ebwizardry:spell_book:80, 法术书
ebwizardry:spell_book:81, 法术书
ebwizardry:spell_book:82, 法术书
ebwizardry:spell_book:83, 法术书
ebwizardry:spell_book:84, 法术书
ebwizardry:spell_book:85, 法术书
ebwizardry:spell_book:86, 法术书
ebwizardry:spell_book:87, 法术书
ebwizardry:spell_book:88, 法术书
ebwizardry:spell_book:89, 法术书
ebwizardry:spell_book:90, 法术书
ebwizardry:spell_book:91, 法术书
ebwizardry:spell_book:92, 法术书
ebwizardry:spell_book:93, 法术书
ebwizardry:spell_book:94, 法术书
ebwizardry:spell_book:95, 法术书
ebwizardry:spell_book:96, 法术书
ebwizardry:spell_book:97, 法术书
ebwizardry:spell_book:98, 法术书
ebwizardry:spell_book:99, 法术书
ebwizardry:spell_book:100, 法术书
ebwizardry:spell_book:101, 法术书
ebwizardry:spell_book:102, 法术书
ebwizardry:spell_book:103, 法术书
ebwizardry:spell_book:104, 法术书
ebwizardry:spell_book:105, 法术书
ebwizardry:spell_book:106, 法术书
ebwizardry:spell_book:107, 法术书
ebwizardry:spell_book:108, 法术书
ebwizardry:spell_book:109, 法术书
ebwizardry:spell_book:110, 法术书
ebwizardry:spell_book:111, 法术书
ebwizardry:spell_book:112, 法术书
ebwizardry:spell_book:113, 法术书
ebwizardry:spell_book:114, 法术书
ebwizardry:spell_book:115, 法术书
ebwizardry:spell_book:116, 法术书
ebwizardry:spell_book:117, 法术书
ebwizardry:spell_book:118, 法术书
ebwizardry:spell_book:119, 法术书
